DESTINATIONID,Place Name,State,Tourist Location,Popularity,Review,Type,Budget
262,Bankura,West Bengal,Jhilimili,Medium,"Forest reserve, nature trekking.",Nature,1000
263,Bankura,West Bengal,Bishnupur Terracotta Temples,Medium,"Terracotta temples, historical significance.",Historical,1500
264,Banswara,Rajasthan,Maharana Pratap Smarak,Medium,"Memorial, historical significance.",Historical,2000
265,Banswara,Rajasthan,Arthuna Temples,Medium,"Hindu temples, religious rituals.",Spiritual,1000
266,Banswara,Rajasthan,Mahi Dam,Medium,"Dam, water reservoir.",Nature,1500
267,Bapatla,Andhra Pradesh,Bapatla Beach,Medium,"Beach, recreational activities.",Nature,2000
268,Bapatla,Andhra Pradesh,Suryalanka Beach,Medium,"Beach, recreational activities.",Nature,1000
269,Bapatla,Andhra Pradesh,Chirala Beach,Medium,"Beach, recreational activities.",Nature,1500
270,Bapatla,Andhra Pradesh,Bapatla Engineering College,Medium,"College, educational institution.",City,2000
271,Baramula,Jammu and Kashmir,Jhelum River,Medium,"River, boating, fishing.",Nature,1000
272,Baramula,Jammu and Kashmir,Jawahar Tunnel,Medium,"Road tunnel, engineering marvel.",Historical,1500
273,Baran,Rajasthan,Shahabad Fort,Medium,"Historical fort, architectural beauty.",Historical,2000
274,Baran,Rajasthan,Bhand Devra Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
275,Baran,Rajasthan,Shahid Smarak Park,Medium,"Urban park, recreational activities.",Nature,1500
276,Baranagar,West Bengal,Birati Rabindra Bhaban Stadium,Medium,"Cricket stadium, sports events.",Entertainment,2000
277,Baranagar,West Bengal,Baranagar Ramakrishna Mission Ashram,Medium,"Ramakrishna Mission, spiritual teachings.",Spiritual,1000
278,Baranagar,West Bengal,Gopal Lal Thakur Park,Medium,"Urban park, recreational activities.",Nature,1500
279,Baranagar,West Bengal,Dakshineswar Kali Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
280,Baranagar,West Bengal,Kuthi Bari,Medium,"Historical site, architectural beauty.",Historical,1000
281,Baranagar,West Bengal,Panihati Municipality,Medium,"Town, urban area.",City,1500
282,Barasat,West Bengal,Haricharan Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
283,Barasat,West Bengal,Barasat District Library,Medium,"Public library, cultural hub.",Unique,1000
284,Barasat,West Bengal,Bibhutibhushan Wildlife Sanctuary,Medium,"Wildlife sanctuary, nature trails.",Nature,1500
285,Barasat,West Bengal,Kachua Loknath Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
286,Barasat,West Bengal,Barasat Stadium,Medium,"Cricket stadium, sports events.",Entertainment,1000
287,Barasat,West Bengal,Ahiritola Kali Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
288,Bardhaman,West Bengal,Curzon Gate,Medium,"Historical gate, architectural landmark.",Historical,2000
289,Bardhaman,West Bengal,108 Shiv Mandir,Medium,"Hindu temple, spiritual sanctuary.",Spiritual,1000
290,Bardhaman,West Bengal,Bardhaman Science Centre,Medium,"Science museum, interactive exhibits.",City,1500
291,Bardhaman,West Bengal,Bardhaman Deer Park,Medium,"Deer park, wildlife conservation.",Nature,2000
292,Bareilly,Uttar Pradesh,Alakhnath Temple,Medium,"Sacred Hindu temple, religious rituals.",Spiritual,1000
293,Bareilly,Uttar Pradesh,Deendayal Dham,Medium,"Religious complex, spiritual discourses.",Spiritual,1500
294,Bareilly,Uttar Pradesh,Fun City,Medium,"Amusement park, water slides and rides.",Entertainment,2000
295,Bareilly,Uttar Pradesh,Trivati Nath Temple,Medium,"Hindu temple, cultural significance.",Spiritual,1000
296,Bareilly,Uttar Pradesh,Fun City Mall,Medium,"Shopping mall, entertainment complex.",City,1500
297,Bastar,Chhattisgarh,Chitradhara Waterfall,High,"Scenic waterfall, natural beauty.",Nature,2000
298,Bastar,Chhattisgarh,Jagdalpur Palace,Medium,"Historical palace, architecture.",Historical,1000
299,Bastar,Chhattisgarh,Bhainsa Darha Lake,Medium,"Lake, boating facilities.",Nature,1500
300,Batala,Punjab,Gurdwara Kandh Sahib Ji,Medium,"Sikh gurdwara, religious significance.",Spiritual,2000
301,Batala,Punjab,Kali Mata Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
302,Batala,Punjab,Shaheed Bhagat Singh Park,Medium,"Urban park, recreational activities.",Nature,1500
303,Batala,Punjab,Gurdwara Kandh Sahib,Medium,"Sikh gurdwara, religious rituals.",Spiritual,2000
304,Batala,Punjab,Gurdwara Bibeksar Sahib,Medium,"Sikh gurdwara, religious rituals.",Spiritual,1000
305,Bathinda,Punjab,Bathinda Fort,Medium,"Historical fort, architectural ruins.",Historical,1500
306,Bathinda,Punjab,Quila Mubarak,Medium,"Historical fort, architectural beauty.",Historical,2000
307,Bathinda,Punjab,Rose Garden,Medium,"Urban garden, floral display.",Nature,1000
308,Bathinda,Punjab,Qila Mubarak,Medium,"Historical fort, architectural beauty.",Historical,1500
309,Bathinda,Punjab,Razia Sultana Fort,Medium,"Historical fort, panoramic views.",Historical,2000
310,Bathinda,Punjab,Mazaar of Peer Haji Rattan,Medium,"Mosque, religious rituals.",Spiritual,1000
311,Bathinda,Punjab,Razia Sultan's Tomb,Medium,"Historical tomb, architectural beauty.",Historical,1500
312,Beed,Maharashtra,Kankaleshwar Temple,High,"Hindu temple, religious significance.",Spiritual,2000
313,Beed,Maharashtra,Madhav Nagar Fort,Medium,"Historical fort, architectural beauty.",Historical,1000
314,Beed,Maharashtra,Ratnagiri Rishi Math,Medium,"Spiritual center, meditation.",Spiritual,1500
315,Begusarai,Bihar,Kanwar Lake Bird Sanctuary,Medium,"Bird sanctuary, diverse bird species.",Nature,2000
316,Begusarai,Bihar,Maa Tara Chandi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
317,Begusarai,Bihar,Sun Temple,Medium,"Hindu temple, architectural beauty.",Spiritual,1500
318,Begusarai,Bihar,Patna Planetarium,Medium,"Planetarium, educational exhibits.",City,2000
319,Begusarai,Bihar,Khudi Ram Bose Memorial,Medium,"Memorial, historical significance.",Historical,1000
320,Belgaum,Karnataka,Belgaum Fort,Medium,"Historical fort, architectural ruins.",Historical,1500
321,Belgaum,Karnataka,Gokak Falls,High,"Scenic waterfall, natural beauty.",Nature,2000
322,Belgaum,Karnataka,Kapileshwara Temple,Medium,"Hindu temple, religious significance.",Spiritual,1000
323,Belgaum,Karnataka,Shri Ramakrishna Mission Ashram,Medium,"Ashram, spiritual retreat.",Spiritual,1500
324,Bellary,Karnataka,Hampi,High,"Ancient city ruins, UNESCO World Heritage Site.",Historical,2000
325,Bellary,Karnataka,Bellary Fort,Medium,"Historical fort, architectural ruins.",Historical,1000
326,Bellary,Karnataka,Anantapur Dam,Medium,"Dam on Tungabhadra River, scenic surroundings.",Nature,1500
327,Berhampur,Odisha,Gopalpur Beach,Medium,"Scenic beach, water sports activities.",Nature,2000
328,Berhampur,Odisha,Biranchi Narayan Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
329,Berhampur,Odisha,Tarakasi Village,Medium,"Artisan village, silver filigree work.",Village,1500
330,Berhampur,Odisha,Berhampur City Park,Medium,"Public park, recreational activities.",Nature,2000
331,Berhampur,Odisha,Biju Patnaik Park,Medium,"Public park, botanical garden.",Nature,1000
332,Berhampur,Odisha,Kushabhadra River,High,"River, scenic beauty.",Nature,1500
333,Bettiah,Bihar,Bettiah Raj,Medium,"Historical palace, architectural beauty.",Historical,2000
334,Bettiah,Bihar,Karmanasa River,Medium,"River, scenic surroundings.",Nature,1000
335,Bettiah,Bihar,Thakur Niranjan Nath Pandey Museum,Medium,"Museum, showcasing local history.",City,1500
336,Bhadrachalam,Telangana,Sri Rama Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
337,Bhadrachalam,Telangana,Parnasala,Medium,"Pilgrimage site, cultural significance.",Unique,1000
338,Bhadrachalam,Telangana,Kinnerasani Wildlife Sanctuary,Medium,"Wildlife sanctuary, safari.",Nature,1500
339,Bhadravati,Karnataka,Bhadra Wildlife Sanctuary,Medium,"Wildlife sanctuary, birdwatching.",Nature,2000
340,Bhadravati,Karnataka,Adi Narayana Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
341,Bhadravati,Karnataka,Jain Math,Medium,"Jain math, religious significance.",Spiritual,1500
342,Bhagalpur,Bihar,Vikramshila Gangetic Dolphin Sanctuary,Medium,"Dolphin sanctuary, boat safaris.",Nature,2000
343,Bhagalpur,Bihar,Budhanath Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
344,Bhagalpur,Bihar,Mandar Parvat,Medium,"Historical site, pilgrimage spot.",Historical,1500
345,Bhagalpur,Bihar,Vikramshila University Ruins,High,"Ancient university ruins, archaeological site.",Historical,2000
346,Bhagalpur,Bihar,Colganj Rock Cut Temple,Medium,"Hindu temple, carved out of rock.",Spiritual,1000
347,Bhagalpur,Bihar,Jawaharlal Nehru Biological Park,Medium,"Zoological park, diverse wildlife.",Wildlife,1500
348,Bhandara,Maharashtra,Deeksha Bhoomi,High,"Buddhist stupa, pilgrimage site.",Spiritual,2000
349,Bhandara,Maharashtra,Nagzira Wildlife Sanctuary,High,"Wildlife sanctuary, biodiversity hotspot.",Nature,1000
350,Bhandara,Maharashtra,Bawanthadi River,Medium,"River, boating and fishing.",Nature,1500
351,Bharatpur,Rajasthan,Keoladeo National Park,High,"National park, birdwatching.",Nature,2000
352,Bharatpur,Rajasthan,Lohagarh Fort,Medium,"Historical fort, architectural ruins.",Historical,1000
353,Bharatpur,Rajasthan,Ganga Mandir,Medium,"Hindu temple, religious rituals.",Spiritual,1500
354,Bharuch,Gujarat,Bharuch Fort,Medium,"Historical fort, architectural ruins.",Historical,2000
355,Bharuch,Gujarat,Narmada Park,Medium,"Urban park, recreational activities.",Nature,1000
356,Bharuch,Gujarat,Shri Swaminarayan Mandir,Medium,"Hindu temple, religious rituals.",Spiritual,1500
357,Bharuch,Gujarat,Bhrigu Rishi Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
358,Bharuch,Gujarat,Vishal Khadi Eco Tourism,High,"Eco-tourism site, khadi production.",Nature,1000
359,Bharuch,Gujarat,Shoolpaneshwar Wildlife Sanctuary,High,"Wildlife sanctuary, biodiversity hotspot.",Nature,1500
360,Bharuch,Gujarat,Narmada Mata Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
361,Bhatpara,West Bengal,Kankalitala,Medium,"Hindu temple, religious rituals.",Spiritual,1000
362,Bhatpara,West Bengal,Krishna Chandra Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
363,Bhatpara,West Bengal,Hansheswari Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
364,Bhavnagar,Gujarat,Gandhi Smriti Museum,Medium,"Museum, showcasing Gandhi's life and work.",City,1000
365,Bhavnagar,Gujarat,Takhteshwar Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1500
366,Bhavnagar,Gujarat,Gaurishankar Lake,Medium,"Lake, recreational activities.",Nature,2000
367,Bhavnagar,Gujarat,Victoria Park,Medium,"Public park, leisure activities.",Nature,1000
368,Bhavnagar,Gujarat,Barton Library and Museum,Medium,"Museum, historical artifacts.",City,1500
369,Bheemunipatnam,Andhra Pradesh,Bheemunipatnam Beach,Medium,"Beach, recreational activities.",Nature,2000
370,Bheemunipatnam,Andhra Pradesh,Bheemalingeswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
371,Bheemunipatnam,Andhra Pradesh,Bheemunipatnam Light House,Medium,"Light house, panoramic views.",Nature,1500
372,Bheemunipatnam,Andhra Pradesh,Buddha Statue of Amaravathi,Medium,"Monument, historical significance.",Historical,2000
373,Bheemunipatnam,Andhra Pradesh,Visakha Museum,Medium,"Museum, historical artifacts.",Unique,1000
374,Bhilai,Chhattisgarh,Maitri Bagh,Medium,"Zoo and park, recreational facilities.",Wildlife,1500
375,Bhilai,Chhattisgarh,Durg-Bhilai Nagar,Medium,"Urban area, industrial city.",City,2000
376,Bhilai,Chhattisgarh,Sri Adishakti Shri Mahakali Mandir,Medium,"Hindu temple, religious rituals.",Spiritual,1000
377,Bhilai,Chhattisgarh,Jain Temple,Medium,"Jain temple, religious rituals.",Spiritual,1500
378,Bhilai,Chhattisgarh,Maitri Bagh Park,Medium,"Urban park, recreational activities.",Nature,2000
379,Bhilai,Chhattisgarh,Maitri Bagh Zoo,High,"Zoological park, recreational activities.",Wildlife,1000
380,Bhilai,Chhattisgarh,Bhilai Steel Plant,Medium,"Industrial complex, guided tours.",City,1500
381,Bhilai,Chhattisgarh,Utai Dam,Medium,"Dam, water reservoir.",Nature,2000
382,Bhilwara,Rajasthan,Harni Mahadev Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
383,Bhilwara,Rajasthan,Meenakshi Temple,Medium,"Hindu temple, architectural beauty.",Spiritual,1500
384,Bhilwara,Rajasthan,Bijolia Fort,Medium,"Historical fort, panoramic views.",Historical,2000
385,Bhimavaram,Andhra Pradesh,Somaramam Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
386,Bhimavaram,Andhra Pradesh,Bhimavaram Beach,Medium,"Scenic beach, recreational activities.",Nature,1500
387,Bhimavaram,Andhra Pradesh,"ISKCON Temple, Bhimavaram",Medium,"Hindu temple, religious rituals.",Spiritual,2000
388,Bhimavaram,Andhra Pradesh,Somarama Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
389,Bhimavaram,Andhra Pradesh,Danavaipeta Masjid,Medium,"Mosque, religious rituals.",Spiritual,1500
390,Bhimavaram,Andhra Pradesh,"Shopping Street, Bhimavaram",Medium,"Marketplace, local shopping.",City,2000
391,Bhimavaram,Andhra Pradesh,Ksheera Rama Lingeswara Swamy Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
392,Bhind,Madhya Pradesh,Chhatri of Malhar Rao Holkar,Medium,"Memorial, historical significance.",Historical,1500
393,Bhind,Madhya Pradesh,Khedi Shiv Mandir,Medium,"Hindu temple, religious rituals.",Spiritual,2000
394,Bhind,Madhya Pradesh,Bir Singh Palace,Medium,"Historical palace, architectural beauty.",Historical,1000
395,Bhiwandi,Maharashtra,Tungareshwar Wildlife Sanctuary,Medium,"Wildlife sanctuary, nature trails.",Nature,1500
396,Bhiwandi,Maharashtra,Temple Hill,Medium,"Hilltop temple, panoramic views.",Spiritual,2000
397,Bhiwandi,Maharashtra,Haji Malang Dargah,Medium,"Dargah, pilgrimage site.",Spiritual,1000
398,Bhiwani,Haryana,Maharaja Agrasen Park,Medium,"Urban park, recreational activities.",Nature,1500
399,Bhiwani,Haryana,Bhiwani City Park,Medium,"Urban park, green space.",Nature,2000
400,Bhiwani,Haryana,Shri Krishna Museum,Medium,"Museum, showcasing artifacts related to Lord Krishna.",City,1000
401,Bhiwani,Haryana,Tosham Hill,Medium,"Hill station, panoramic views.",Nature,1500
402,Bhiwani,Haryana,Bhairav Temple,Medium,"Hindu temple, religious rituals.",Spiritual,2000
403,Bhiwani,Haryana,Guga Mari Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
404,Bhopal,Madhya Pradesh,Bhimbetka Caves,High,"Ancient rock shelters, UNESCO World Heritage Site.",Historical,1500
405,Bhopal,Madhya Pradesh,Upper Lake,High,"Artificial lake, boating facilities.",Nature,2000
406,Bhopal,Madhya Pradesh,Indira Gandhi Rashtriya Manav Sangrahalaya,High,"Anthropological museum, tribal artifacts.",City,1000
407,Bhopal,Madhya Pradesh,Bhopal Boat Club,Low,"Boating experience, scenic views.",Nature,1500
408,Bhopal,Madhya Pradesh,Taj-ul-Masajid,High,"Largest mosque in India, Islamic architecture.",Spiritual,2000
409,Bhopal,Madhya Pradesh,Van Vihar National Park,Medium,"National park, wildlife conservation.",Nature,1000
410,Bhopal,Madhya Pradesh,Gohar Mahal,Medium,"Historical palace, architectural beauty.",Historical,1500
411,Bhubaneswar,Odisha,Lingaraj Temple,High,"Sacred Hindu temple, architectural beauty.",Spiritual,2000
412,Bhubaneswar,Odisha,Udayagiri and Khandagiri Caves,Medium,"Ancient Jain rock-cut caves, archaeological site.",Historical,1000
413,Bhubaneswar,Odisha,Nandankanan Zoological Park,Medium,"Zoo with diverse wildlife species, botanical garden.",Wildlife,1500
414,Bhubaneswar,Odisha,Lingaraja Temple,High,"Hindu temple, architectural marvel.",Spiritual,2000
415,Bhubaneswar,Odisha,Dhauli Shanti Stupa,High,"Buddhist monument, peace pagoda.",Spiritual,1000
416,Bhusawal,Maharashtra,Bodvaleshwar Mandir,Medium,"Hindu temple, religious rituals.",Spiritual,1500
417,Bhusawal,Maharashtra,Gautam Buddh Udyan,Medium,"Urban park, recreational activities.",Nature,2000
418,Bhusawal,Maharashtra,Historic Locomotive Shed,Medium,"Museum, showcasing historical locomotives.",City,1000
419,Bhusawal,Maharashtra,Bodhisattva Vihara,Medium,"Buddhist monastery, meditation.",Spiritual,1500
420,Bhusawal,Maharashtra,Bhusawal Thermal Power Station,Medium,"Power plant, industrial area.",City,2000
421,Bhusawal,Maharashtra,Muktai Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
422,Bidar,Karnataka,Guru Nanak Jhira Sahib,Medium,"Sikh gurdwara, religious rituals.",Spiritual,1500
423,Bidar,Karnataka,Bahmani Tombs,Medium,"Historical tombs, architectural beauty.",Historical,2000
424,Bidar,Karnataka,Narasimha Jhira Cave Temple,Medium,"Hindu temple, religious rituals.",Spiritual,1000
425,Bidar,Karnataka,Bidar Fort,High,"Historical fort, architectural significance.",Historical,1500
426,Bidar,Karnataka,Gurudwara Nanak Jhira Sahib,High,"Sikh pilgrimage site, sacred spring.",Spiritual,2000
427,Bidar,Karnataka,Basavakalyan Fort,Medium,"Historical fort, Basaveshwara temple.",Historical,1000
428,Bijapur,Karnataka,Gol Gumbaz,High,"Mausoleum, architectural marvel.",Historical,1500
429,Bijapur,Karnataka,Ibrahim Rauza,Medium,"Mausoleum, Islamic architecture.",Historical,2000
430,Bijapur,Karnataka,Jamia Masjid,Medium,"Historical mosque, cultural significance.",Spiritual,1000
431,Bijapur,Karnataka,Ibrahim Rouza,High,"Tomb and mosque, Islamic architecture.",Historical,1500
432,Bijapur,Karnataka,Bara Kaman,Medium,"Mausoleum, incomplete structure.",Historical,2000
433,Bijapur,Karnataka,Uppali Buruz,Medium,"Historical monument, watchtower.",Historical,1000
434,Bijapur,Karnataka,Taj Bawdi,Medium,"Historical stepwell, architectural relic.",Historical,1500
435,Bijbiara,Jammu and Kashmir,Jawaharlal Nehru Sports Stadium,Medium,"Sports stadium, events.",Entertainment,2000
436,Bijbiara,Jammu and Kashmir,Achabal Gardens,Medium,"Mughal garden, landscaped park.",Nature,1000
437,Bijnor,Uttar Pradesh,Sehal,Medium,"Historical site, archaeological ruins.",Historical,1500
438,Bijnor,Uttar Pradesh,Darvasa Hyder Kuli,Medium,"Historical site, architectural beauty.",Historical,2000
439,Bijnor,Uttar Pradesh,Permu Dam,Medium,"Dam, water reservoir.",Nature,1000
440,Bikaner,Rajasthan,Junagarh Fort,High,"Historical fort, museum, architectural beauty.",Historical,1500
441,Bikaner,Rajasthan,Karni Mata Temple,Medium,"Hindu temple, rat sanctuary, religious rituals.",Spiritual,2000
442,Bikaner,Rajasthan,Lalgarh Palace,Medium,"Historical palace, museum, architectural beauty.",Historical,1000
443,Bilaspur,Chhattisgarh,Tala Village,Medium,"Tribal village, cultural immersion.",Village,1500
444,Bilaspur,Chhattisgarh,Ratanpur Fort,Medium,"Historical fort, architectural ruins.",Historical,2000
445,Bilaspur,Chhattisgarh,Kanan Pendari Zoo,Medium,Zoo with diverse wildlife species.,Wildlife,1000
446,Bilaspur,Chhattisgarh,Kawardha Palace,High,"Royal palace, architectural beauty.",Historical,1500
447,Bilaspur,Chhattisgarh,"Tala, Bilaspur",High,"Ancient site, Buddhist sculptures.",Historical,2000
448,Bishnupur,Manipur,Keibul Lamjao National Park,High,World's only floating national park.,Nature,1000
